 -0.218142852     -0.975916862    
 -0.187380910     -0.982287288    
 -0.156434044     -0.987688422    
 -0.125332803     -0.992114782    
  -9.41078588E-02 -0.995562017    
  -6.27900511E-02 -0.998026788    
  -3.14102843E-02 -0.999506533    
   1.19248806E-08  -1.00000000    
   3.14107835E-02 -0.999506533    
   6.27905577E-02 -0.998026729    
   9.41083655E-02 -0.995561957    
  0.125333294     -0.992114663    
  0.156434536     -0.987688303    
  0.187381402     -0.982287228    
  0.218143344     -0.975916743    
  0.248689994     -0.968583107    
  0.278991222     -0.960293651    
  0.309017122     -0.951056480    
  0.338738054     -0.940880775    
  0.368124694     -0.929776430    
  0.397148043     -0.917754591    
  0.425779462     -0.904826999    
  0.453990668     -0.891006470    
  0.481753856     -0.876306593    
  0.509041607     -0.860741973    
  0.535826981     -0.844327807    
  0.562083602     -0.827080429    
  0.587785482     -0.809016824    
  0.612907290     -0.790154815    
  0.637424231     -0.770513058    
  0.661312103     -0.750110865    
  0.684547305     -0.728968382    
  0.707107008     -0.707106531    
  0.728968859     -0.684546828    
  0.750111282     -0.661311567    
  0.770513475     -0.637423694    
  0.790155232     -0.612906754    
  0.809017181     -0.587784946    
  0.827080786     -0.562083066    
  0.844328165     -0.535826445    
  0.860742211     -0.509041011    
  0.876306891     -0.481753290    
  0.891006708     -0.453990102    
  0.904827237     -0.425778866    
  0.917754829     -0.397147447    
  0.929776669     -0.368124098    
  0.940880954     -0.338737428    
  0.951056659     -0.309016496    
  0.960293829     -0.278990597    
  0.968583286     -0.248689353    
  0.975916743     -0.218143150    
  0.982287288     -0.187381208    
  0.987688363     -0.156434357    
  0.992114663     -0.125333101    
  0.995561957      -9.41081792E-02
  0.998026729      -6.27903715E-02
  0.999506533      -3.14105973E-02
   1.00000000       1.74845553E-07
